41.73424,-72.70144
41.749022,-72.687123
41.741,-72.68713
41.751128,-72.687107
41.758,-72.687
41.754953,-72.693904
41.76849,-72.68603
41.75533,-72.68713
41.752316,-72.687123
41.739458,-72.697346
41.75232,-72.68754
41.76794,-72.68611
41.75904,-72.68699
41.73339,-72.70492
41.733796,-72.702519
41.74239,-72.69212
41.758056,-72.687068
41.762224,-72.686792
41.763663,-72.686661
41.763462,-72.686642
41.744814,-72.687199
41.745079,-72.687002
41.75561,-72.68706
41.745384,-72.687207
41.733878,-72.702148
41.764365,-72.686527
41.7411,-72.69441
41.75785,-72.68707
41.767663,-72.686169
41.74619,-72.68717
41.758056,-72.687068
41.745738,-72.686169
41.75231,-72.68877
41.745139,-72.687223
41.7615,-72.68686
41.768505,-72.686056
41.74366,-72.68986
41.733668,-72.70348
41.73895,-72.698404
41.758464,-72.687084
41.756286,-72.687078
41.755311,-72.687068
41.768537,-72.686036
41.758824,-72.687065
41.753688,-72.687086
41.753881,-72.693249
41.742578,-72.692195
41.761163,-72.686894
41.75124,-72.6871
41.74115,-72.69435
41.733213,-72.706184
41.752316,-72.687123
41.755338,-72.687093
41.73637,-72.68679
41.756202,-72.687118
41.745679,-72.687138
41.741692,-72.693374
41.762276,-72.686773
41.760681,-72.686977
41.758056,-72.687068
41.76544,-72.68656
41.767919,-72.686105
41.763758,-72.686569
41.735094,-72.700779
41.742694,-72.691593
41.733965,-72.70127
41.763663,-72.686661
41.763503,-72.686656
41.733216,-72.706105
41.753395,-72.68711
41.76407,-72.68662
41.741692,-72.693374
41.74287,-72.690935
41.739189,-72.698332
41.739995,-72.696344
41.733374,-72.704849
41.73945,-72.69741
41.74134,-72.6872
41.745887,-72.685983
41.761209,-72.686893
41.759775,-72.687027
41.74565,-72.68631
41.755316,-72.687057
41.75939,-72.68706
41.734674,-72.701015
41.744872,-72.687802
41.733761,-72.703007
41.74177,-72.69339
41.763713,-72.687095
41.741692,-72.693374
41.752315,-72.687141
41.746379,-72.685094
41.768415,-72.686129
41.734278,-72.701343
41.746489,-72.684825
41.75594959,-72.68731645
41.752218,-72.68928
41.75367,-72.693187
